"","fixed_acidity","volatile_acidity","citric_acid","residual_sugar","chlorides","free_sulfur_dioxide","total_sulfur_dioxide","density","pH","sulphates","alcohol","quality","style","class"
"1",0.142462300205994,2.18866446400268,-2.19266375510471,-0.744720785192258,0.569913952190335,-1.10005519223097,-1.44624721020492,1.03491316497404,1.81294997139708,0.193081910246498,-0.91539370865155,5,"red","bad"
"2",0.451001010798382,3.28198233904062,-2.19266375510471,-0.597594077620892,1.19788250632519,-0.311296125454904,-0.862402248309921,0.701432322361402,-0.11506417365602,0.999501691167798,-0.580023490005418,5,"red","bad"
"3",0.451001010798382,2.55310375568199,-1.91740510037435,-0.660648380865763,1.0266183551975,-0.87469545886638,-1.09240177875341,0.768128490883923,0.258099854418771,0.797896745937473,-0.580023490005418,5,"red","bad"
"4",3.07358005083368,-0.362410577752516,1.6609574111204,-0.744720785192258,0.541369927002388,-0.762015592184085,-0.986248149317952,1.10160933349656,-0.36384019237255,0.327485207066714,-0.580023490005418,6,"red","bad"
"5",0.142462300205994,2.18866446400268,-2.19266375510471,-0.744720785192258,0.569913952190335,-1.10005519223097,-1.44624721020492,1.03491316497404,1.81294997139708,0.193081910246498,-0.91539370865155,5,"red","bad"
"6",0.142462300205994,1.94570493621647,-2.19266375510471,-0.765738886273882,0.541369927002388,-0.987375325548675,-1.34009358076947,1.03491316497404,1.81294997139708,0.193081910246498,-0.91539370865155,5,"red","bad"
"7",0.52813568844648,1.58126564453716,-1.77977577300916,-0.807775088437129,0.3701057758747,-0.87469545886638,-1.00394042089053,0.568039985316324,0.506875873135301,-0.478934573854586,-0.91539370865155,5,"red","bad"
"8",0.0653276225578967,1.88496505426992,-2.19266375510471,-0.891847492763624,0.255929675122908,-0.87469545886638,-1.67624674064841,-0.0322255313863984,1.06662191524749,-0.411732925444478,-0.412338380682353,7,"red","good"
"9",0.451001010798382,1.45978588064405,-2.05503442773953,-0.723702684110634,0.484281876626491,-1.21273505891326,-1.72932355536614,0.701432322361402,0.880039901210095,0.260283558656606,-0.831551153990017,7,"red","good"
"10",0.219596977854091,0.973866825071634,0.284664137468574,0.138039460235937,0.427193826250596,-0.762015592184085,-0.243172743269765,1.03491316497404,0.817845896530964,1.8059214720891,0.00687439262531139,5,"red","bad"
"11",-0.397480443330686,1.45978588064405,-1.64214644564398,-0.765738886273882,1.16933848113724,-0.87469545886638,-0.897786791455072,0.401299564010022,0.382487863777036,0.058678613426281,-1.08307881797462,5,"red","bad"
"12",0.219596977854091,0.973866825071634,0.284664137468574,0.138039460235937,0.427193826250596,-0.762015592184085,-0.243172743269765,1.03491316497404,0.817845896530964,1.8059214720891,0.00687439262531139,5,"red","bad"
"13",-1.24596189745975,1.67237546745698,-2.19266375510471,-0.807775088437129,0.940986279633659,-0.818355525525232,-1.00394042089053,-0.132269784170216,2.24830800415101,-0.0757246833939359,-0.496180935343886,5,"red","bad"
"14",0.451001010798382,1.64200552648371,-0.197038508309565,-0.807775088437129,1.65458690933236,-1.21273505891326,-1.5347085680678,0.901520827928964,0.258099854418771,6.91324675125734,-1.16692137263615,5,"red","bad"
"15",1.29948246492745,1.70274540843026,-0.953999808818069,-0.345376864641408,3.42431647098513,1.20988207475608,0.517594934350997,1.30169783906416,-0.36384019237255,2.34353465936997,-1.08307881797462,5,"red","bad"
"16",1.29948246492745,1.70274540843026,-0.885185145135478,-0.324358763559784,3.25305231985744,1.15354214141493,0.570671749068724,1.30169783906416,-0.301646187693419,2.67954290142051,-1.08307881797462,5,"red","bad"
"17",0.990943754335062,-0.362410577752516,1.6609574111204,-0.765738886273882,1.0266183551975,0.252103207956571,-0.22548047169719,0.734780406622662,0.506875873135301,1.46991323003856,0.00687439262531139,7,"red","good"
"18",0.682405043742674,1.33830611675095,-0.265853171992156,-0.786756987355505,8.90476930707114,-0.818355525525232,-1.05701723560826,0.701432322361402,-0.674810215768213,5.0316005957743,-0.999236263313082,5,"red","bad"
"19",0.142462300205994,1.5205257625906,-1.64214644564398,-0.219268258151666,0.855354204069815,-1.38175485893671,-1.5347085680678,0.901520827928964,1.00442791056836,-0.210127980214153,-1.25076392729768,4,"red","bad"
"20",0.52813568844648,-0.119451049966307,1.31688409270744,-0.765738886273882,8.13408062699655,-0.762015592184085,-1.05701723560826,0.734780406622662,-1.11016824852214,3.68756762757213,-1.08307881797462,6,"red","bad"
"21",1.29948246492745,-0.72684986943183,1.11044010165967,-0.765738886273882,0.598457977378283,-0.0859363920903144,-0.986248149317952,0.701432322361402,1.06662191524749,-0.00852303498382742,-0.91539370865155,6,"red","bad"
